YEAR,COUNTRY,RUNUP_HT,DEATHS,CAUSE
2004,INDONESIA,15.42,0, 
2004,INDONESIA,40.2,0, 
2004,INDONESIA,18.06,0, 
2004,INDONESIA,50.6,0, 
2004,INDONESIA,2.1,0, 
2004,INDONESIA,5.9,0, 
2004,INDONESIA,34.25,0, 
2004,INDONESIA,6.0,0, 
2004,INDONESIA,2.9,0, 
2004,INDONESIA,28.61,0, 
2004,INDONESIA,6.0,0, 
2004,INDONESIA,3.1,0, 
1907,SRI LANKA,0.6,0, 
2004,INDONESIA,3.4,0, 
1907,SRI LANKA,2.1,0, 
2004,INDONESIA,3.5,0, 
2010,INDONESIA,0.44,0, 
2004,INDONESIA,6.0,0, 
2004,INDONESIA,6.2,0, 
2004,INDONESIA,6.3,0, 
2004,INDONESIA,6.3,0, 
2004,INDONESIA,6.5,0, 
2004,INDONESIA,19.7,0, 
2004,INDONESIA,6.6,0, 
2004,INDONESIA,19.7,0, 
2004,INDONESIA,6.6,0, 
2004,INDONESIA,17.1,0, 
2004,INDONESIA,6.6,0, 
2004,INDONESIA,17.9,0, 
2004,INDONESIA,6.7,0, 
2004,INDONESIA,16.7,0, 
2004,INDONESIA,15.7,0, 
2004,INDONESIA,6.8,0, 
2004,INDONESIA,16.5,0, 
2004,INDONESIA,6.8,0, 
2004,INDONESIA,6.9,0, 
2004,INDONESIA,7.0,0, 
2004,INDONESIA,7.1,0, 
2004,INDONESIA,7.1,0, 
2004,INDONESIA,7.1,0, 
2004,INDONESIA,31.0,0, 
2004,INDONESIA,3.6,0, 
2004,INDONESIA,3.7,0, 
2004,INDONESIA,4.0,0, 
2004,INDONESIA,4.0,0, 
2004,INDONESIA,4.1,0, 
2004,INDONESIA,4.5,0, 
2004,INDONESIA,4.5,0, 
2004,INDONESIA,4.6,0, 
2004,INDONESIA,4.6,0, 
2004,INDONESIA,4.7,0, 
2004,INDONESIA,4.9,0, 
2004,INDONESIA,4.9,0, 
2004,INDONESIA,4.9,0, 
2004,INDONESIA,5.0,0, 
2004,INDONESIA,5.1,0, 
2004,INDONESIA,11.2,0, 
2004,INDONESIA,12.3,0, 
2004,INDONESIA,12.5,0, 
2004,INDONESIA,12.6,0, 
2004,INDONESIA,7.2,0, 
2004,SRI LANKA,6.0,0, 
2004,INDONESIA,7.2,0, 
2004,INDONESIA,7.3,0, 
2004,INDONESIA,7.3,0, 
2004,SRI LANKA,7.0,0, 
2004,INDONESIA,7.4,0, 
2004,INDONESIA,7.4,0, 
2004,SRI LANKA,3.2,0, 
2004,INDONESIA,7.5,0, 
2004,SRI LANKA,3.3,0, 
2004,INDONESIA,7.5,0, 
2004,INDONESIA,7.6,0, 
2004,INDONESIA,5.98,0, 
2004,SRI LANKA,3.4,0, 
2004,INDONESIA,4.73,0, 
2004,SRI LANKA,4.3,0, 
2004,INDONESIA,5.16,0, 
2004,SRI LANKA,4.0,0, 
2004,INDONESIA,7.6,0, 
2004,INDONESIA,5.56,0, 
2004,SRI LANKA,5.0,0, 
2004,INDONESIA,7.7,0, 
2004,INDONESIA,5.55,0, 
2004,INDONESIA,12.6,0, 
2004,INDONESIA,5.53,0, 
2004,INDONESIA,17.8,0, 
2004,INDONESIA,5.61,0, 
2004,INDONESIA,18.4,0, 
2004,INDONESIA,7.7,0, 
2004,INDONESIA,6.76,0, 
2004,INDONESIA,4.7,0, 
2004,INDONESIA,19.5,0, 
2004,INDONESIA,7.8,0, 
2004,INDONESIA,6.58,0, 
2004,INDONESIA,4.68,0, 
2004,INDONESIA,20.0,0, 
2004,INDONESIA,7.8,0, 
2004,INDONESIA,6.59,0, 
2004,INDONESIA,4.79,0, 
2004,INDONESIA,7.8,0, 
2004,INDONESIA,9.0,0, 
2004,INDONESIA,7.8,0, 
2004,INDONESIA,4.64,0, 
2004,INDONESIA,5.49,0, 
2004,INDONESIA,4.64,0, 
2004,INDONESIA,7.9,0, 
2004,INDONESIA,34.85,0, 
2004,SRI LANKA,1.5,0, 
2004,INDONESIA,8.0,0, 
2005,INDONESIA,3.0,0, 
2004,INDONESIA,18.79,0, 
2004,INDONESIA,8.0,0, 
2005,INDONESIA,1.0,0, 
2004,INDONESIA,4.2,0, 
2004,INDONESIA,21.56,0, 
2004,INDONESIA,4.5,0, 
2004,INDONESIA,4.9,0, 
2004,INDONESIA,4.58,0, 
2004,INDONESIA,31.91,0, 
2004,INDONESIA,4.52,0, 
2004,INDONESIA,6.0,0, 
2004,INDONESIA,4.7,0, 
2004,INDONESIA,4.56,0, 
2004,INDONESIA,4.67,0, 
2004,INDONESIA,4.43,0, 
2004,INDONESIA,12.8,0, 
1883,SRI LANKA,0.9,0, 
2004,INDONESIA,13.3,0, 
1883,SRI LANKA,1.0,0, 
2004,INDONESIA,13.7,0, 
1883,SRI LANKA,0.6,0, 
2004,INDONESIA,14.2,0, 
2004,INDONESIA,14.2,0, 
2004,INDONESIA,15.5,0, 
2004,INDONESIA,15.5,0, 
2004,INDONESIA,16.0,0, 
2004,INDONESIA,16.5,0, 
2004,INDONESIA,16.7,0, 
2004,INDONESIA,16.9,0, 
2004,INDONESIA,17.1,0, 
2004,INDONESIA,17.5,0, 
2004,INDONESIA,17.8,0, 
2004,INDONESIA,18.2,0, 
2004,INDONESIA,18.3,0, 
2004,INDONESIA,4.24,0, 
2004,INDONESIA,18.4,0, 
2004,INDONESIA,26.1,0, 
2004,INDONESIA,18.5,0, 
2004,INDONESIA,6.1,0, 
2004,INDONESIA,18.9,0, 
2005,INDONESIA,0.0,0, 
2005,INDONESIA,0.0,0, 
2005,INDONESIA,0.0,0, 
2004,INDONESIA,8.0,0, 
1883,SRI LANKA,0.0,0, 
2005,INDONESIA,0.0,0, 
2004,INDONESIA,20.0,0, 
2004,INDONESIA,8.0,0, 
2005,INDONESIA,0.0,0, 
2004,INDONESIA,27.9,0, 
2004,INDONESIA,8.1,0, 
2005,INDONESIA,3.6,0, 
2004,INDONESIA,2.42,0, 
2005,INDONESIA,3.3,0, 
2004,INDONESIA,8.1,0, 
2004,SRI LANKA,2.3,0, 
2005,INDONESIA,1.0,0, 
2004,INDONESIA,8.1,0, 
2004,SRI LANKA,1.8,0, 
2004,INDONESIA,8.1,0, 
2004,SRI LANKA,2.7,0, 
2004,INDONESIA,8.1,0, 
2004,INDONESIA,8.2,0, 
2004,INDONESIA,8.2,0, 
2004,INDONESIA,8.2,0, 
2004,INDONESIA,8.2,0, 
2004,INDONESIA,8.2,0, 
2004,INDONESIA,8.2,0, 
2004,INDONESIA,8.5,0, 
2004,INDONESIA,8.5,0, 
1887,INDONESIA,0.0,0, 
2004,INDONESIA,8.5,0, 
2004,INDONESIA,8.5,0, 
2004,INDONESIA,8.5,0, 
2004,INDONESIA,14.0,0, 
2004,INDONESIA,8.7,0, 
1888,INDONESIA,0.0,0, 
1891,INDONESIA,0.0,0, 
2004,INDONESIA,19.5,0, 
2004,INDONESIA,19.5,0, 
2004,INDONESIA,19.7,0, 
2004,INDONESIA,20.0,0, 
2004,INDONESIA,7.0,0, 
2004,INDONESIA,20.0,0, 
2004,INDONESIA,7.1,0, 
2004,INDONESIA,7.2,0, 
2004,INDONESIA,20.2,0, 
2004,INDONESIA,7.2,0, 
2004,INDONESIA,7.5,0, 
2004,INDONESIA,20.7,0, 
2004,INDONESIA,7.7,0, 
2004,INDONESIA,8.2,0, 
2004,INDONESIA,8.6,0, 
2004,INDONESIA,12.2,0, 
2004,INDONESIA,21.0,0, 
2004,INDONESIA,13.5,0, 
2004,INDONESIA,10.4,0, 
2004,INDONESIA,21.2,0, 
2004,INDONESIA,10.7,0, 
2004,INDONESIA,21.5,0, 
2004,INDONESIA,11.0,0, 
2004,INDONESIA,6.5,0, 
2004,INDONESIA,21.5,0, 
2004,INDONESIA,4.9,0, 
2004,INDONESIA,11.1,0, 
2004,INDONESIA,11.5,0, 
2004,INDONESIA,21.6,0, 
2004,INDONESIA,11.5,0, 
2004,INDONESIA,11.5,0, 
2004,INDONESIA,21.7,0, 
2004,INDONESIA,11.5,0, 
2004,INDONESIA,11.5,0, 
2004,INDONESIA,21.7,0, 
2004,INDONESIA,21.8,0, 
2004,INDONESIA,22.5,0, 
2004,INDONESIA,22.6,0, 
2004,INDONESIA,23.1,0, 
2004,INDONESIA,23.5,0, 
2004,INDONESIA,11.6,0, 
2004,INDONESIA,11.9,0, 
2004,INDONESIA,11.9,0, 
2004,INDONESIA,12.0,0, 
2004,INDONESIA,12.2,0, 
2004,INDONESIA,12.2,0, 
2004,INDONESIA,12.2,0, 
2004,INDONESIA,12.4,0, 
2004,INDONESIA,12.4,0, 
2004,INDONESIA,12.4,0, 
2004,INDONESIA,12.6,0, 
2004,INDONESIA,12.7,0, 
2004,INDONESIA,12.7,0, 
2004,INDONESIA,12.8,0, 
2004,INDONESIA,13.0,0, 
2004,INDONESIA,23.5,0, 
2004,INDONESIA,24.1,0, 
2004,INDONESIA,13.0,0, 
2004,INDONESIA,24.5,0, 
2004,INDONESIA,13.4,0, 
2004,INDONESIA,24.8,0, 
2004,INDONESIA,13.5,0, 
2004,INDONESIA,25.2,0, 
2004,INDONESIA,13.7,0, 
2004,INDONESIA,7.68,0, 
2004,INDONESIA,7.78,0, 
2004,INDONESIA,7.0,0, 
2004,INDONESIA,7.12,0, 
2004,INDONESIA,13.9,0, 
2004,INDONESIA,6.58,0, 
2004,INDONESIA,7.8,0, 
2004,INDONESIA,3.0,0, 
2004,INDONESIA,12.42,0, 
2004,INDONESIA,9.9,0, 
2004,INDONESIA,27.86,0, 
1883,SRI LANKA,1.0,0, 
2004,INDONESIA,20.13,0, 
1907,INDONESIA,0.0,0, 
2004,INDONESIA,13.8,0, 
1907,INDONESIA,0.0,0, 
2004,INDONESIA,14.0,0, 
2010,INDONESIA,0.17,0, 
2004,INDONESIA,14.4,0, 
2004,INDONESIA,6.43,0, 
2004,INDONESIA,14.8,0, 
2004,INDONESIA,14.8,0, 
2004,INDONESIA,17.04,0, 
2004,INDONESIA,5.87,0, 
2004,INDONESIA,14.8,0, 
2004,INDONESIA,14.9,0, 
2004,INDONESIA,15.0,0, 
2004,INDONESIA,6.78,0, 
2004,INDONESIA,15.4,0, 
1861,INDONESIA,0.0,0, 
1843,INDONESIA,0.0,0, 
2004,INDONESIA,12.19,0, 
2004,INDONESIA,15.5,0, 
2004,INDONESIA,16.1,0, 
2004,INDONESIA,16.2,0, 
2004,INDONESIA,4.82,0, 
2004,INDONESIA,6.21,0, 
2004,INDONESIA,16.6,0, 
2005,INDONESIA,4.0,0, 
2004,INDONESIA,16.7,0, 
2004,INDONESIA,4.4,0, 
2004,INDONESIA,5.04,0, 
2004,INDONESIA,16.7,0, 
2004,INDONESIA,16.8,0, 
2004,INDONESIA,16.9,0, 
2004,INDONESIA,5.1,0, 
2004,INDONESIA,6.87,0, 
2004,INDONESIA,16.9,0, 
2004,INDONESIA,17.0,0, 
2004,INDONESIA,5.92,0, 
2004,INDONESIA,6.71,0, 
2004,INDONESIA,17.2,0, 
1967,INDONESIA,0.0,0, 
2004,INDONESIA,17.5,0, 
2004,INDONESIA,3.02,0, 
2004,INDONESIA,17.8,0, 
2005,INDONESIA,1.5,0, 
2004,INDONESIA,18.4,0, 
2004,INDONESIA,7.23,0, 
2005,INDONESIA,2.0,0, 
2004,INDONESIA,18.7,0, 
2004,INDONESIA,3.15,0, 
2004,SRI LANKA,4.55,0, 
2004,SRI LANKA,4.1,0, 
2004,INDONESIA,5.92,0, 
2005,INDONESIA,4.2,0, 
2004,INDONESIA,5.1,0, 
2004,INDONESIA,6.2,0, 
2005,INDONESIA,2.6,0, 
2004,INDONESIA,4.82,0, 
2004,INDONESIA,12.0,0, 
2004,SRI LANKA,0.0,0, 
2005,INDONESIA,1.0,0, 
2004,SRI LANKA,2.11,0, 
2004,INDONESIA,4.25,0, 
2004,INDONESIA,20.8,0, 
2005,INDONESIA,1.0,0, 
2004,INDONESIA,12.2,0, 
2004,INDONESIA,29.98,0, 
2005,INDONESIA,3.5,0, 
2004,INDONESIA,9.0,0, 
2004,SRI LANKA,0.0,0, 
2005,INDONESIA,3.3,0, 
2004,SRI LANKA,1.6,0, 
2005,INDONESIA,2.2,0, 
2004,SRI LANKA,2.0,0, 
2004,INDONESIA,8.0,0, 
2005,INDONESIA,3.3,0, 
2004,INDONESIA,21.57,0, 
2004,INDONESIA,5.0,0, 
2004,INDONESIA,20.08,0, 
2005,INDONESIA,2.5,0, 
2005,INDONESIA,2.0,0, 
2004,INDONESIA,24.86,0, 
2004,INDONESIA,9.0,0, 
2004,SRI LANKA,1.75,0, 
2004,SRI LANKA,2.68,0, 
2004,SRI LANKA,5.82,0, 
2004,SRI LANKA,5.54,0, 
2004,INDONESIA,8.8,0, 
2005,INDONESIA,2.0,0, 
2004,INDONESIA,8.8,0, 
2004,SRI LANKA,3.09,0, 
2005,INDONESIA,1.8,0, 
2004,INDONESIA,8.8,0, 
2004,SRI LANKA,10.87,0, 
2004,SRI LANKA,3.25,0, 
2005,INDONESIA,3.4,0, 
2004,INDONESIA,8.9,0, 
2005,INDONESIA,0.5,0, 
2004,SRI LANKA,2.7,0, 
1929,INDONESIA,0.0,6, 
2005,INDONESIA,0.9,0, 
2010,INDONESIA,0.11,0, 
2004,SRI LANKA,3.7,0, 
2005,INDONESIA,3.5,0, 
2005,INDONESIA,3.5,0, 
2004,SRI LANKA,7.38,0, 
2010,SRI LANKA,0.09,0, 
2004,SRI LANKA,4.85,0, 
2004,SRI LANKA,9.26,0, 
2010,SRI LANKA,0.07,0, 
2004,SRI LANKA,4.5,0, 
2004,SRI LANKA,3.0,0, 
2004,INDONESIA,9.0,0, 
2004,SRI LANKA,6.0,0, 
2004,INDONESIA,9.0,0, 
2004,INDONESIA,9.0,0, 
2004,SRI LANKA,3.0,0, 
2004,SRI LANKA,5.5,0, 
2004,INDONESIA,9.0,0, 
2004,INDONESIA,9.0,0, 
2004,INDONESIA,9.1,0, 
2004,INDONESIA,9.2,0, 
2004,INDONESIA,9.2,0, 
2004,INDONESIA,9.3,0, 
2004,INDONESIA,9.3,0, 
2004,INDONESIA,9.4,0, 
2004,INDONESIA,9.4,0, 
2004,INDONESIA,9.5,0, 
2004,INDONESIA,9.5,0, 
2004,INDONESIA,9.5,0, 
2004,SRI LANKA,4.1,0, 
2004,SRI LANKA,6.0,0, 
2004,SRI LANKA,6.1,0, 
2004,SRI LANKA,4.65,0, 
2004,SRI LANKA,4.5,0, 
2004,SRI LANKA,4.45,0, 
2004,SRI LANKA,3.8,0, 
2004,SRI LANKA,3.35,0, 
2004,SRI LANKA,5.5,0, 
2004,SRI LANKA,6.2,0, 
2004,SRI LANKA,7.0,0, 
2004,SRI LANKA,3.56,0, 
2004,SRI LANKA,4.55,0, 
2004,SRI LANKA,3.61,0, 
2004,SRI LANKA,11.0,0, 
2004,SRI LANKA,7.5,0, 
2004,SRI LANKA,6.1,0, 
2004,SRI LANKA,7.5,0, 
2004,SRI LANKA,7.0,0, 
2004,SRI LANKA,8.71,0, 
2004,SRI LANKA,10.0,0, 
2004,SRI LANKA,3.24,0, 
2004,SRI LANKA,11.0,0, 
2004,SRI LANKA,7.9,0, 
2004,SRI LANKA,9.0,0, 
2004,INDONESIA,19.96,0, 
1886,INDONESIA,0.0,0, 
2004,INDONESIA,23.51,0, 
2006,INDONESIA,0.06,0, 
2004,INDONESIA,27.28,0, 
2004,INDONESIA,1.75,0, 
2004,INDONESIA,3.0,0, 
2004,INDONESIA,21.65,0, 
2004,INDONESIA,0.3,0, 
2004,INDONESIA,30.4,0, 
2004,INDONESIA,24.35,0, 
2004,INDONESIA,15.77,0, 
2004,INDONESIA,25.05,0, 
2004,INDONESIA,20.07,0, 
2004,INDONESIA,5.48,0, 
2004,INDONESIA,5.52,0, 
2004,INDONESIA,5.35,0, 
2004,INDONESIA,20.1,0, 
2004,INDONESIA,4.0,0, 
2004,INDONESIA,5.96,0, 
2004,INDONESIA,1.9,0, 
2004,INDONESIA,10.7,0, 
2004,INDONESIA,6.47,0, 
2004,INDONESIA,2.0,0, 
2004,INDONESIA,2.5,0, 
2004,INDONESIA,6.2,0, 
2004,INDONESIA,21.7,0, 
2004,INDONESIA,23.1,0, 
2004,INDONESIA,4.7,0, 
2005,INDONESIA,3.05,0, 
2004,INDONESIA,24.5,0, 
2004,SRI LANKA,4.26,0, 
2005,INDONESIA,2.6,0, 
2004,INDONESIA,25.2,0, 
2004,SRI LANKA,5.05,0, 
2005,INDONESIA,1.3,0, 
2004,INDONESIA,25.5,0, 
2004,SRI LANKA,3.48,0, 
2005,INDONESIA,3.0,0, 
2004,SRI LANKA,4.24,0, 
2005,INDONESIA,2.5,0, 
2004,SRI LANKA,3.47,0, 
2005,INDONESIA,0.1,0, 
2004,SRI LANKA,4.15,0, 
2005,INDONESIA,2.5,0, 
2004,SRI LANKA,3.87,0, 
1852,INDONESIA,0.0,0,Earthquake
2005,INDONESIA,2.3,0, 
2004,SRI LANKA,3.82,0, 
2005,INDONESIA,2.0,0, 
1949,INDONESIA,0.0,0,Earthquake
1861,INDONESIA,0.0,0,Earthquake
2005,INDONESIA,2.3,0, 
1967,INDONESIA,0.0,0,Earthquake
1883,SRI LANKA,3.6,0, 
2005,INDONESIA,3.3,0, 
2005,INDONESIA,4.2,0, 
1922,INDONESIA,0.0,0,Earthquake
2004,SRI LANKA,2.4,0, 
2005,INDONESIA,1.7,0, 
2004,SRI LANKA,2.73,0, 
1936,INDONESIA,0.0,0,Earthquake
2005,INDONESIA,1.5,0, 
2004,SRI LANKA,5.24,0, 
1935,INDONESIA,0.0,0,Earthquake
2004,SRI LANKA,3.6,0, 
2004,SRI LANKA,4.2,0, 
1935,INDONESIA,0.0,0,Earthquake
2005,INDONESIA,2.5,0, 
2004,SRI LANKA,6.81,0, 
2004,SRI LANKA,4.4,0, 
2005,INDONESIA,2.1,0, 
1816,INDONESIA,0.0,0,Earthquake
2004,SRI LANKA,2.7,0, 
2004,SRI LANKA,2.4,0, 
2004,SRI LANKA,5.9,0, 
2004,SRI LANKA,2.5,0, 
1861,INDONESIA,0.0,0, 
2004,SRI LANKA,3.2,0, 
2004,SRI LANKA,2.8,0, 
2004,SRI LANKA,3.35,0, 
2004,INDONESIA,2.5,0, 
2004,INDONESIA,4.0,0, 
2004,INDONESIA,0.0,0, 
2004,INDONESIA,2.5,0, 
2004,SRI LANKA,6.0,0, 
2004,INDONESIA,0.0,0, 
2004,INDONESIA,2.5,0, 
2004,INDONESIA,2.5,0, 
2004,INDONESIA,1.5,0, 
2004,INDONESIA,1.5,0, 
2004,INDONESIA,1.5,0, 
2004,INDONESIA,1.5,0, 
2004,INDONESIA,15.0,0, 
2004,INDONESIA,15.0,0, 
2004,INDONESIA,15.0,0, 
2004,INDONESIA,10.0,0, 
2004,INDONESIA,15.0,0, 
2004,INDONESIA,15.0,0, 
2004,INDONESIA,15.0,0, 
2004,INDONESIA,0.0,0, 
2004,INDONESIA,26.1,0, 
2004,INDONESIA,28.2,0, 
2010,SRI LANKA,0.03,0, 
2004,SRI LANKA,5.04,0, 
2004,SRI LANKA,12.5,0, 
2004,SRI LANKA,4.65,0, 
2004,SRI LANKA,1.5,0, 
2004,SRI LANKA,2.5,0, 
2004,SRI LANKA,0.0,0, 
2004,INDONESIA,29.6,0, 
2004,SRI LANKA,1.5,0, 
2004,INDONESIA,29.7,0, 
2004,SRI LANKA,0.0,0, 
2004,INDONESIA,35.7,0, 
2004,SRI LANKA,0.0,0, 
2004,INDONESIA,50.9,0, 
2004,SRI LANKA,0.0,0, 
2004,INDONESIA,8.2,0, 
2004,SRI LANKA,0.0,0, 
1948,INDONESIA,0.0,0, 
2004,SRI LANKA,0.0,0, 
2004,INDONESIA,2.0,0, 
2004,INDONESIA,3.25,0, 
2004,INDONESIA,3.55,0, 
2004,INDONESIA,5.2,0, 
2004,INDONESIA,6.0,0, 
2004,INDONESIA,6.0,0, 
2004,INDONESIA,4.0,0, 
2004,SRI LANKA,6.0,0, 
2004,SRI LANKA,4.0,0, 
1885,INDONESIA,0.0,0, 
1922,INDONESIA,0.0,0, 
2004,INDONESIA,20.49,0, 
2004,INDONESIA,2.9,0, 
2004,INDONESIA,1.7,0, 
2004,INDONESIA,4.4,0, 
2004,INDONESIA,4.0,0, 
2004,INDONESIA,3.5,0, 
2004,INDONESIA,3.1,0, 
2004,INDONESIA,2.8,0, 
2004,INDONESIA,3.8,0, 
2004,INDONESIA,1.5,0, 
2004,INDONESIA,3.5,0, 
2004,INDONESIA,4.5,0, 
2004,INDONESIA,2.0,0, 
2004,INDONESIA,4.6,0, 
2004,INDONESIA,5.3,0, 
2004,INDONESIA,5.8,0, 
2004,INDONESIA,6.1,0, 
1883,SRI LANKA,0.0,1, 
1837,INDONESIA,0.0,0,Earthquake
1883,SRI LANKA,1.2,0, 
1982,INDONESIA,0.0,0,Earthquake
2004,INDONESIA,48.86,0, 
1888,INDONESIA,0.0,0,Earthquake
2004,INDONESIA,18.7,0, 
2004,INDONESIA,4.5,0, 
1885,INDONESIA,0.0,0,Earthquake
2004,INDONESIA,21.39,0, 
2004,INDONESIA,4.65,0, 
1948,INDONESIA,0.0,0,Earthquake
2004,INDONESIA,17.59,0, 
1843,INDONESIA,0.0,0,Earthquake
1964,INDONESIA,0.0,0, 
2004,INDONESIA,2.5,0, 
2004,INDONESIA,27.66,0, 
2004,INDONESIA,1.5,0, 
1882,SRI LANKA,0.0,0,Earthquake
1852,INDONESIA,0.0,0, 
2004,INDONESIA,2.9,0, 
1887,INDONESIA,0.0,0,Earthquake
1896,INDONESIA,0.0,0, 
2004,SRI LANKA,4.86,0, 
2010,INDONESIA,0.0,0,Earthquake
2004,SRI LANKA,9.34,0, 
2012,INDONESIA,0.0,0,Earthquake
2004,SRI LANKA,4.79,0, 
1861,INDONESIA,0.0,0,Earthquake
2004,SRI LANKA,6.03,0, 
1964,INDONESIA,0.0,0,Earthquake and Landslide
2004,SRI LANKA,4.71,0, 
2004,SRI LANKA,4.89,0, 
2012,INDONESIA,0.0,0,Earthquake
2004,SRI LANKA,3.93,0, 
1891,INDONESIA,0.0,0,Earthquake
