YEAR,COUNTRY,RUNUP_HT,DEATHS,CAUSE,isTop10
2004,INDONESIA,6.21,0, ,True
2004,INDONESIA,16.6,0, ,True
2005,INDONESIA,4.0,0, ,True
2004,INDONESIA,16.7,0, ,True
2004,INDONESIA,4.4,0, ,True
2004,INDONESIA,5.04,0, ,True
2004,INDONESIA,16.7,0, ,True
2004,INDONESIA,16.8,0, ,True
2004,INDONESIA,16.9,0, ,True
2004,INDONESIA,5.1,0, ,True
2004,INDONESIA,6.87,0, ,True
2004,INDONESIA,16.9,0, ,True
2004,INDONESIA,17.0,0, ,True
2004,INDONESIA,5.92,0, ,True
2004,INDONESIA,6.71,0, ,True
2004,INDONESIA,17.2,0, ,True
1967,INDONESIA,0.0,0, ,True
2004,INDONESIA,17.5,0, ,True
2004,INDONESIA,3.02,0, ,True
2004,INDONESIA,17.8,0, ,True
2005,INDONESIA,1.5,0, ,True
2004,INDONESIA,18.4,0, ,True
2004,INDONESIA,7.23,0, ,True
2005,INDONESIA,2.0,0, ,True
2004,INDONESIA,18.7,0, ,True
2004,INDONESIA,3.15,0, ,True
2004,SRI LANKA,4.55,0, ,True
2004,SRI LANKA,4.1,0, ,True
2004,INDONESIA,5.92,0, ,True
2005,INDONESIA,4.2,0, ,True
2004,INDONESIA,5.1,0, ,True
2004,INDONESIA,6.2,0, ,True
2005,INDONESIA,2.6,0, ,True
2004,INDONESIA,4.82,0, ,True
2004,INDONESIA,12.0,0, ,True
2004,SRI LANKA,0.0,0, ,True
2005,INDONESIA,1.0,0, ,True
2004,SRI LANKA,2.11,0, ,True
2004,INDONESIA,4.25,0, ,True
2004,INDONESIA,20.8,0, ,True
2005,INDONESIA,1.0,0, ,True
2004,INDONESIA,12.2,0, ,True
2004,INDONESIA,29.98,0, ,True
2005,INDONESIA,3.5,0, ,True
2004,INDONESIA,9.0,0, ,True
2004,SRI LANKA,0.0,0, ,True
2005,INDONESIA,3.3,0, ,True
2004,SRI LANKA,1.6,0, ,True
2005,INDONESIA,2.2,0, ,True
2004,SRI LANKA,2.0,0, ,True
2004,INDONESIA,8.0,0, ,True
2005,INDONESIA,3.3,0, ,True
2004,INDONESIA,21.57,0, ,True
2004,INDONESIA,5.0,0, ,True
2004,INDONESIA,20.08,0, ,True
2005,INDONESIA,2.5,0, ,True
2005,INDONESIA,2.0,0, ,True
2004,INDONESIA,24.86,0, ,True
2004,INDONESIA,9.0,0, ,True
2004,SRI LANKA,1.75,0, ,True
2004,SRI LANKA,2.68,0, ,True
2004,SRI LANKA,5.82,0, ,True
2004,SRI LANKA,5.54,0, ,True
2004,INDONESIA,8.8,0, ,True
2005,INDONESIA,2.0,0, ,True
2004,INDONESIA,8.8,0, ,True
2004,SRI LANKA,3.09,0, ,True
2005,INDONESIA,1.8,0, ,True
2004,INDONESIA,8.8,0, ,True
2004,SRI LANKA,10.87,0, ,True
2004,SRI LANKA,3.25,0, ,True
2005,INDONESIA,3.4,0, ,True
2004,INDONESIA,8.9,0, ,True
2005,INDONESIA,0.5,0, ,True
2004,SRI LANKA,2.7,0, ,True
1929,INDONESIA,0.0,6, ,True
2005,INDONESIA,0.9,0, ,True
2010,INDONESIA,0.11,0, ,True
2004,SRI LANKA,3.7,0, ,True
2005,INDONESIA,3.5,0, ,True
2005,INDONESIA,3.5,0, ,True
2004,SRI LANKA,7.38,0, ,True
2010,SRI LANKA,0.09,0, ,True
2004,SRI LANKA,4.85,0, ,True
2004,SRI LANKA,9.26,0, ,True
